Question,Segment Type,Segment Description,Answer,Count,Percentage
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
What social platform has influenced your online shopping most?,Gender,Male voters,None,678,"0,434%"
